	tokenized	POS	lex
AR-130-96479	['و', 'قدمت', 'الكثير', 'من', 'الخدمات', 'ك', 'الشراء', 'و', 'البيع', 'من', 'خلالها', '.']	['conj', 'verb', 'noun', 'prep', 'noun', 'abbrev', 'noun', 'conj', 'noun', 'prep', 'prep', 'punc']	['وَ', 'قَدَّم', 'كَثِير', 'مِن', 'خِدْمَة', 'كَ', 'شِراء', 'وَ', 'بَيْع', 'مِن', 'خِلالَ', '.']
AR-130-96479	['في', 'الختام،']	['prep', 'noun_prop']	['فِي', 'الختام،']
AR-130-96479	['إن', 'وسائل', 'التواصل', 'الاجتماعي', 'تعتمد', 'على', 'كيفية', 'استخدام', 'ها', '،']	['abbrev', 'noun', 'noun', 'adj', 'verb', 'prep', 'noun', 'noun', 'pron_dem', 'punc']	['إِن', 'وَسِيلَة', 'تَواصُل', 'ٱِجْتِماعِيّ', 'ٱِعْتَمَد', 'عَلَى', 'كَيْفِيَّة', 'ٱِسْتِخْدام', 'ها', '،']
AR-130-96479	['ف', 'كما', 'قلنا', 'سابقا', 'هي', 'سلاح', 'ذو', 'حدين،']	['abbrev', 'conj', 'verb', 'adj', 'pron', 'noun', 'noun', 'noun_prop']	['فَ', 'كَما', 'قال', 'سابِق', 'هِيَ', 'سِلاح', 'ذُو', 'حدين،']
AR-130-96479	['لذا', 'على', 'الجميع', 'توخى', 'الحذر', 'عند', 'استخدامها،']	['noun', 'prep', 'noun', 'verb', 'noun', 'noun', 'noun_prop']	['لَذِيذ', 'عَلَى', 'جَمِيع', 'تَوَخَّى', 'حِذْر', 'عِنْد', 'استخدامها،']
AR-130-96479	['و', 'توقع', 'أخطاء', 'الآخرين', 'أيضا،']	['conj', 'verb', 'noun', 'adj', 'noun_prop']	['وَ', 'تَوَقَّع', 'خَطَأ', 'آخَر', 'ايضا،']
AR-130-96479	['و', 'لا', 'ننكر', 'أن', 'ها', 'أصبحت', 'جزء', 'لا', 'يتجزأ', 'من', 'حياة', 'نا', 'في', 'هذا', 'الزمان', '.']	['conj', 'part_neg', 'verb', 'conj_sub', 'pron_dem', 'verb', 'noun', 'part_neg', 'verb', 'prep', 'noun', 'noun_prop', 'prep', 'pron_dem', 'noun', 'punc']	['وَ', 'لا', 'أَنْكَر', 'أَنَّ', 'ها', 'أَصْبَح', 'جُزْء', 'لا', 'تَجَزَّأ', 'مِن', 'حَياة', 'نا', 'فِي', 'هٰذا', 'زَمان', '.']
AR-130-191809	['هناك', 'أسباب', 'كثيرة', 'يمكن', 'أن', 'تأثر', 'على', 'الفرد', 'والمجتمع،']	['adv', 'noun', 'noun', 'verb', 'conj_sub', 'noun', 'prep', 'noun', 'noun_prop']	['هُناكَ', 'سَبَب', 'كَثِير', 'أَمْكَن', 'أَنَّ', 'تَأَثُّر', 'عَلَى', 'فَرْد', 'والمجتمع،']
AR-130-191809	['و', 'من', 'هذه', 'الأسباب', 'وسائل', 'التواصل', 'الاجتماعي', '،']	['conj', 'prep', 'pron_dem', 'noun', 'noun', 'noun', 'adj', 'punc']	['وَ', 'مِن', 'هٰذا', 'سَبَب', 'وَسِيلَة', 'تَواصُل', 'ٱِجْتِماعِيّ', '،']
AR-130-191809	['في', 'هذه', 'الأيام', 'التكنلوجيا', 'قضت', 'على', 'كل', 'شي', 'من', 'خلال', 'الهواتف', '،']	['prep', 'pron_dem', 'noun', 'noun_prop', 'verb', 'prep', 'noun', 'noun', 'prep', 'prep', 'noun', 'punc']	['فِي', 'هٰذا', 'يَوْم', 'التكنلوجيا', 'قَضَى', 'عَلَى', 'كُلّ', 'شَيّ', 'مِن', 'خِلالَ', 'هاتِف', '،']
AR-130-191809	['يمكن', 'على', 'الفرد', 'أن', 'ينهي', 'حاج', 'من', 'الهاتف', 'من', 'خلال', 'البرامج', 'التعليمية', 'و', 'الترفيهية', 'و', 'خاصتا', 'الأطفال', 'و', 'الشباب', 'ف', 'هذا', 'مضر', 'ل', 'صحة', 'هم', 'النفسية', 'و', 'الجسدية', 'ف', 'كثرت', 'قضاء', 'وقت', 'هم', 'على', 'الهاتف', 'يسبب', 'ل', 'هم', 'ضعف', 'n', 'ف', 'النظر', '،أيضا', 'هناك', 'مشكلة', 'جدا', 'كبيرة', '،']	['verb', 'prep', 'noun', 'conj_sub', 'verb', 'noun_prop', 'prep', 'noun', 'prep', 'prep', 'noun', 'adj', 'conj', 'adj', 'conj', 'adj', 'noun', 'conj', 'noun', 'abbrev', 'pron_dem', 'adj', 'prep', 'noun', 'pron', 'adj', 'conj', 'adj', 'abbrev', 'verb', 'noun', 'noun', 'pron', 'prep', 'noun', 'verb', 'prep', 'pron', 'noun', 'noun', 'abbrev', 'noun', 'noun_prop', 'adv', 'noun', 'noun', 'adj', 'punc']	['أَمْكَن', 'عَلَى', 'فَرْد', 'أَنَّ', 'أَنْهَى', 'حاجّ', 'مِن', 'هاتِف', 'مِن', 'خِلالَ', 'بَرْنامَج', 'تَعْلِيمِيّ', 'وَ', 'تَرْفِيهِيّ', 'وَ', 'خاصّ', 'طِفْل', 'وَ', 'شَبّ', 'فَ', 'هٰذا', 'مُضِرّ', 'لِ', 'صِحَّة', 'هُم', 'نَفْسِيّ', 'وَ', 'جَسَدِيّ', 'فَ', 'كَثُر', 'قَضاء', 'وَقْت', 'هُم', 'عَلَى', 'هاتِف', 'سَبَّب', 'لِ', 'هُم', 'ضُعْف', 'n', 'فَ', 'نَظَر', '،ايضا', 'هُناكَ', 'مُشْكِلَة', 'جِدّ', 'كَبِير', '،']
AR-130-191809	['و', 'هي', 'كيفية', 'استخدام', 'وسائل', 'التواصل', 'الاجتماعي', 'الكثير', 'من', 'هم', 'يستخدمون', 'وسائل', 'تواصل', 'الاجتماعي', 'ب', 'طريق', 'ه', 'خاطئة', 'ممكن', 'أن', 'n', 'تضرالفرد', '،']	['conj', 'pron', 'noun', 'noun', 'noun', 'noun', 'adj', 'noun', 'prep', 'pron', 'verb', 'noun', 'verb', 'adj', 'abbrev', 'noun', 'abbrev', 'adj', 'adj', 'conj_sub', 'noun', 'noun_prop', 'punc']	['وَ', 'هِيَ', 'كَيْفِيَّة', 'ٱِسْتِخْدام', 'وَسِيلَة', 'تَواصُل', 'ٱِجْتِماعِيّ', 'كَثِير', 'مِن', 'هُم', 'ٱِسْتَخْدَم', 'وَسِيلَة', 'واصَل', 'ٱِجْتِماعِيّ', 'بِ', 'طَرِيق', 'ه', 'خاطِئ', 'مُمْكِن', 'أَنَّ', 'n', 'تضرالفرد', '،']
AR-130-191809	['و', 'هناك', 'الكثير', 'من', 'الحلول', 'و', 'من', 'ها', 'يجب', 'على', 'جميع', 'المدارس', 'توعية', 'الطلاب', 'و', 'كيفية', 'استخدام', 'هم', 'وسائل', 'التواصل', 'الاجتماعي', 'بشكلا', 'صحيح', 'ل', 'كي', 'لا', 'يتضررون', 'من', 'استخدام', 'ه', 'ب', 'شكل', 'خاطئ', '،']	['conj', 'adv', 'noun', 'prep', 'noun', 'conj', 'prep', 'pron_dem', 'verb', 'prep', 'noun', 'noun', 'noun', 'noun', 'conj', 'noun', 'noun', 'pron', 'noun', 'noun', 'adj', 'noun_prop', 'adj', 'prep', 'conj', 'part_neg', 'verb', 'prep', 'noun', 'abbrev', 'abbrev', 'noun', 'adj', 'punc']	['وَ', 'هُناكَ', 'كَثِير', 'مِن', 'حَلّ', 'وَ', 'مِن', 'ها', 'وَجَب', 'عَلَى', 'جَمِيع', 'مَدْرَسَة', 'تَوْعِيَة', 'طالِب', 'وَ', 'كَيْفِيَّة', 'ٱِسْتِخْدام', 'هُم', 'وَسِيلَة', 'تَواصُل', 'ٱِجْتِماعِيّ', 'بشكلا', 'صَحِيح', 'لِ', 'كَي', 'لا', 'تَضَرَّر', 'مِن', 'ٱِسْتِخْدام', 'ه', 'بِ', 'شَكْل', 'خاطِئ', '،']
AR-130-191809	['و', 'هذه', 'طريق', 'ه', 'صحيحة', 'ل', 'توعية', 'هم', 'منذ', 'الصغر', '،']	['conj', 'pron_dem', 'noun', 'abbrev', 'adj', 'prep', 'noun', 'pron', 'conj', 'noun', 'punc']	['وَ', 'هٰذا', 'طَرِيق', 'ه', 'صَحِيح', 'لِ', 'تَوْعِيَة', 'هُم', 'مُنْذُ', 'صِغَر', '،']
AR-130-191809	['و', 'أيضا', 'يجب', 'توعية', 'الفرد', 'و', 'عمل', 'الحد', 'الإزم', 'ل', 'هم', '،']	['conj', 'noun', 'verb', 'noun', 'noun', 'conj', 'noun', 'noun', 'noun', 'prep', 'pron', 'punc']	['وَ', 'أَيْض', 'وَجَب', 'تَوْعِيَة', 'فَرْد', 'وَ', 'عَمَل', 'حَدّ', 'أَزْمَة', 'لِ', 'هُم', '،']
AR-130-191809	['و', 'أيضا', 'هناك', 'الكثير', 'من', 'الإيجابيات،']	['conj', 'noun', 'adv', 'noun', 'prep', 'noun_prop']	['وَ', 'أَيْض', 'هُناكَ', 'كَثِير', 'مِن', 'الايجابيات،']
AR-130-191809	['و', 'لكن', 'الأهم', 'أن', 'لا', 'يتعرضون', 'ل', 'المخاطر', 'من', 'استخدام', 'ه', 'ب', 'شكل', 'خاطئ', '.']	['conj', 'conj', 'noun', 'conj_sub', 'part_neg', 'verb', 'prep', 'noun', 'prep', 'noun', 'abbrev', 'abbrev', 'noun', 'adj', 'punc']	['وَ', 'لٰكِنَّ', 'أَهَمّ', 'أَنَّ', 'لا', 'تَعَرَّض', 'لِ', 'مَخاطِر', 'مِن', 'ٱِسْتِخْدام', 'ه', 'بِ', 'شَكْل', 'خاطِئ', '.']
AR-130-192922	['ل', 'التسامح', 'أهمية', 'كبيرة', 'في', 'المجتمع', 'ف', 'هو', 'العفو', 'و', 'تجاهل', 'أخطاء', 'الآخرين', 'ل', 'كسب', 'محبة', 'هم', 'من', 'أجل', 'الحد', 'عن', 'العنف', 'والنزاعات،']	['prep', 'noun', 'noun', 'adj', 'prep', 'noun', 'abbrev', 'pron', 'noun', 'conj', 'noun', 'noun', 'adj', 'prep', 'noun', 'noun', 'pron', 'prep', 'noun', 'noun', 'prep', 'noun', 'noun_prop']	['لِ', 'تَسامُح', 'أَهَمِّيَّة', 'كَبِير', 'فِي', 'مُجْتَمَع', 'فَ', 'هُوَ', 'عَفْو', 'وَ', 'تَجاهُل', 'خَطَأ', 'آخَر', 'لِ', 'كَسْب', 'مُحِبّ', 'هُم', 'مِن', 'أَجْل', 'حَدّ', 'عَن', 'عُنْف', 'والنزاعات،']
AR-130-192922	['يحتاج', 'المجتمع', 'ب', 'أن', 'يدرك', 'ما', 'مدى', 'أهمية', 'مسامحة', 'الآخرين', 'ف', 'يجب', 'أن', 'نعزز', 'هذه', 'الثقافة', 'في', 'المجتمع', 'ل', 'كي', 'ينتشر', 'الاحترام،']	['verb', 'noun', 'abbrev', 'conj_sub', 'verb', 'pron_rel', 'noun', 'noun', 'noun', 'adj', 'abbrev', 'verb', 'conj_sub', 'verb', 'pron_dem', 'noun', 'prep', 'noun', 'prep', 'conj', 'verb', 'noun_prop']	['ٱِحْتاج', 'مُجْتَمَع', 'بِ', 'أَنَّ', 'أَدْرَك', 'ما', 'مَدَى', 'أَهَمِّيَّة', 'مُسامَحَة', 'آخَر', 'فَ', 'وَجَب', 'أَنَّ', 'عَزَّز', 'هٰذا', 'ثَقافَة', 'فِي', 'مُجْتَمَع', 'لِ', 'كَي', 'ٱِنْتَشَر', 'الاحترام،']
AR-130-192922	['و', 'من', 'ب', 'عض', 'الاهميات', ':', 'إبعاد', 'الحقد', 'و', 'الكراهية', 'بين', 'البشر', 'و', 'توافر', 'الأمن', 'و', 'الأمان', 'و', 'تقوية', 'العلاقات', 'بين', 'الافراد', '.']	['conj', 'prep', 'abbrev', 'verb', 'noun_prop', 'punc', 'noun', 'noun', 'conj', 'noun', 'noun', 'noun', 'conj', 'noun', 'noun', 'conj', 'noun', 'conj', 'noun', 'noun', 'noun', 'noun', 'punc']	['وَ', 'مِن', 'بِ', 'عَضّ', 'الاهميات', ':', 'إِبْعاد', 'حِقْد', 'وَ', 'كَراهِيَّة', 'بَيِّن', 'بَشَر', 'وَ', 'تَوافُر', 'أَمْن', 'وَ', 'أَمان', 'وَ', 'تَقْوِيَة', 'عَلاقَة', 'بَيِّن', 'فَرْد', '.']
AR-130-192922	['هناك', 'تأثير', 'كبير', 'لواسائل', 'التواصل', 'الاجتماعي', 'و', 'خصوصا', 'على', 'الأطفال', 'ل', 'أن', 'ه', 'يسبب', 'إدمان', 'غير', 'إرادي', 'و', 'تضيع', 'ه', 'وقت', 'ل', 'مستخدمي', 'الهواتف', 'ل', 'فترة', 'طويلة', 'ف', 'أن', 'من', 'الممكن', 'أن', 'يتأثر', 'الفرد', 'بما', 'ينظر', 'إلى', 'ه', 'في', 'وسائل', 'التواصل', 'الاجتماعي', 'و', 'ينتج', 'هذا', 'عن', 'تغير', 'في', 'سلوك', 'الشخص', 'و', 'معاملة', 'ه', 'ل', 'أصدقاء', 'ه', 'أو', 'أهل', 'ه', 'كما', 'أن', 'هناك', 'أيضا', 'إيجابيات']	['adv', 'noun', 'adj', 'noun_prop', 'noun', 'adj', 'conj', 'noun', 'prep', 'noun', 'prep', 'conj_sub', 'abbrev', 'verb', 'noun', 'noun', 'adj', 'conj', 'verb', 'abbrev', 'noun', 'prep', 'noun', 'noun', 'prep', 'noun', 'adj', 'abbrev', 'conj_sub', 'prep', 'adj', 'conj_sub', 'verb', 'noun', 'pron_rel', 'verb', 'prep', 'abbrev', 'prep', 'noun', 'noun', 'adj', 'conj', 'verb', 'pron_dem', 'prep', 'verb', 'prep', 'noun', 'noun', 'conj', 'noun', 'abbrev', 'prep', 'noun', 'abbrev', 'conj', 'noun', 'abbrev', 'conj', 'conj_sub', 'adv', 'noun', 'noun']	['هُناكَ', 'تَأْثِير', 'كَبِير', 'لواسائل', 'تَواصُل', 'ٱِجْتِماعِيّ', 'وَ', 'خُصُوص', 'عَلَى', 'طِفْل', 'لِ', 'أَنَّ', 'ه', 'سَبَّب', 'إِدْمان', 'غَيْر', 'إِرادِيّ', 'وَ', 'ضاع', 'ه', 'وَقْت', 'لِ', 'مُسْتَخْدَم', 'هاتِف', 'لِ', 'فَتْرَة', 'طَوِيل', 'فَ', 'أَنَّ', 'مِن', 'مُمْكِن', 'أَنَّ', 'تَأَثَّر', 'فَرْد', 'ما', 'نَظَر', 'إِلَى', 'ه', 'فِي', 'وَسِيلَة', 'تَواصُل', 'ٱِجْتِماعِيّ', 'وَ', 'أَنْتَج', 'هٰذا', 'عَن', 'غَيَّر', 'فِي', 'سُلُوك', 'شَخْص', 'وَ', 'مُعامَلَة', 'ه', 'لِ', 'صَدِيق', 'ه', 'أَو', 'أَهْل', 'ه', 'كَما', 'أَنَّ', 'هُناكَ', 'أَيْض', 'إِيجابِيّات']
AR-130-81953	['تسيطر', 'وسائل', 'التواصل', 'الاجتماعي', 'على', 'حياة', 'نا', 'ب', 'شكل', 'كلي', 'ف', 'هي', 'جزء', 'مهم', 'في', 'حياة', 'نا', 'اليومية', '.']	['verb', 'noun', 'noun', 'adj', 'prep', 'noun', 'noun_prop', 'abbrev', 'noun', 'adj', 'abbrev', 'pron', 'noun', 'adj', 'prep', 'noun', 'noun_prop', 'adj', 'punc']	['سَيْطَر', 'وَسِيلَة', 'تَواصُل', 'ٱِجْتِماعِيّ', 'عَلَى', 'حَياة', 'نا', 'بِ', 'شَكْل', 'كُلِّيّ', 'فَ', 'هِيَ', 'جُزْء', 'مُهِمّ', 'فِي', 'حَياة', 'نا', 'يَوْمِيّ', '.']
AR-130-81953	['يمكن', 'أن', 'تكون', 'هذه', 'الوسائل', 'نعمة', 'أو', 'نقمة', 'حسب', 'طريقة', 'استخدامها', '.']	['verb', 'conj_sub', 'verb', 'pron_dem', 'noun', 'noun', 'conj', 'noun', 'noun', 'noun', 'noun', 'punc']	['أَمْكَن', 'أَنَّ', 'كان', 'هٰذا', 'وَسِيلَة', 'نِعْمَة', 'أَو', 'نَقْمَة', 'حَسَب', 'طَرِيقَة', 'ٱِسْتِخْدام', '.']
AR-130-81953	['هناك', 'أمثل', 'ه', 'عديدة', 'ل', 'هذه', 'الوسائل', 'n', 'مثل:(الواتساب)', 'n', 'و(السناب', 'جات)', 'وغيرها', '.']	['adv', 'verb', 'abbrev', 'adj', 'prep', 'pron_dem', 'noun', 'noun', 'noun_prop', 'noun', 'noun_prop', 'noun_prop', 'noun', 'punc']	['هُناكَ', 'مَثَّل', 'ه', 'عَدِيد', 'لِ', 'هٰذا', 'وَسِيلَة', 'n', 'مثل:(الواتساب)', 'n', 'و(السناب', 'جات)', 'غَيْر', '.']
AR-130-81953	['ب', 'الإضافة', 'إلى', 'ذلك،']	['abbrev', 'noun', 'prep', 'noun_prop']	['بِ', 'إِضافَة', 'إِلَى', 'ذلك،']
AR-130-81953	['تؤثر', 'هذه', 'الوسائل', 'على', 'الفرد', 'و', 'المجتمع', 'تأثيرا', 'إيجابيا', 'وسلبيا', '.']	['verb', 'pron_dem', 'noun', 'prep', 'noun', 'conj', 'noun', 'noun', 'adj', 'adj', 'punc']	['أَثَّر', 'هٰذا', 'وَسِيلَة', 'عَلَى', 'فَرْد', 'وَ', 'مُجْتَمَع', 'تَأْثِير', 'إِيجابِيّ', 'سَلْبِيّ', '.']
AR-130-81953	['ف', 'هي', 'تساعد', 'الفرد', 'على', 'سهولة', 'التواصل', 'مع', 'الآخرين', 'و', 'لكن', 'ها', 'في', 'الوقت', 'نفس', 'ه', 'تهدر', 'وقت', 'الفرد،']	['abbrev', 'pron', 'verb', 'noun', 'prep', 'noun', 'noun', 'prep', 'adj', 'conj', 'conj', 'pron_dem', 'prep', 'noun', 'noun', 'abbrev', 'verb', 'noun', 'noun_prop']	['فَ', 'هِيَ', 'ساعَد', 'فَرْد', 'عَلَى', 'سُهُولَة', 'تَواصُل', 'مَع', 'آخَر', 'وَ', 'لٰكِنَّ', 'ها', 'فِي', 'وَقْت', 'نَفْس', 'ه', 'أَهْدَر', 'وَقْت', 'الفرد،']
AR-130-81953	['ف', 'لا', 'يمكن', 'ه', 'القيام', 'ب', 'كل', 'ما', 'على', 'ه', 'من', 'أعمال', 'و', 'واجبات', 'ل', 'أن', 'ه', 'أضاع', 'وقت', 'ه', 'على', 'هذه', 'الوسائل', '.']	['abbrev', 'part_neg', 'verb', 'abbrev', 'noun', 'abbrev', 'noun', 'pron_rel', 'prep', 'abbrev', 'prep', 'noun', 'conj', 'noun', 'prep', 'conj_sub', 'abbrev', 'verb', 'noun', 'abbrev', 'prep', 'pron_dem', 'noun', 'punc']	['فَ', 'لا', 'أَمْكَن', 'ه', 'قِيام', 'بِ', 'كُلّ', 'ما', 'عَلَى', 'ه', 'مِن', 'عَمَل', 'وَ', 'واجِب', 'لِ', 'أَنَّ', 'ه', 'أَضاع', 'وَقْت', 'ه', 'عَلَى', 'هٰذا', 'وَسِيلَة', '.']
AR-130-81953	['و', 'من', 'ناحية', 'المجتمع', 'ف', 'هي', 'طريقة', 'سلسة', 'في', 'توعية', 'الشعب', 'عن', 'شيء', 'ما،']	['conj', 'prep', 'noun', 'noun', 'abbrev', 'pron', 'noun', 'noun', 'prep', 'noun', 'noun', 'prep', 'noun', 'noun_prop']	['وَ', 'مِن', 'ناحِيَة', 'مُجْتَمَع', 'فَ', 'هِيَ', 'طَرِيقَة', 'سَلِس', 'فِي', 'تَوْعِيَة', 'شَعْب', 'عَن', 'شَيْء', 'ما،']
AR-130-81953	['ف', 'يمكن', 'ل', 'الحكومة', 'استخدام', 'ها', 'ل', 'نشر', 'الوعي', 'ظاهرة', 'مضرة', 'ك', 'التدخين', 'و', 'الإعلان', 'عن', 'أخبار', 'الدولة', 'و', 'الذي', 'يحصل', 'في', 'ها', 'ب', 'سرعة', 'البرق', '.']	['abbrev', 'verb', 'prep', 'noun', 'noun', 'pron_dem', 'prep', 'noun', 'noun', 'noun', 'adj', 'abbrev', 'noun', 'conj', 'noun', 'prep', 'noun', 'noun', 'conj', 'pron_rel', 'verb', 'prep', 'pron_dem', 'abbrev', 'noun', 'noun', 'punc']	['فَ', 'أَمْكَن', 'لِ', 'حُكُومَة', 'ٱِسْتِخْدام', 'ها', 'لِ', 'نَشْر', 'وَعْي', 'ظاهِرَة', 'مُضِرّ', 'كَ', 'تَدْخِين', 'وَ', 'إِعْلان', 'عَن', 'خَبَر', 'دَوْلَة', 'وَ', 'الَّذِي', 'حَصَل', 'فِي', 'ها', 'بِ', 'سُرْعَة', 'بَرْق', '.']
AR-130-81953	['و', 'يمكن', 'أيضا', 'ترويج', 'الإشاعات', 'في', 'المجتمعات', 'من', 'خلال', 'هذه', 'الوسائل', '.']	['conj', 'verb', 'noun', 'noun', 'noun', 'prep', 'noun', 'prep', 'prep', 'pron_dem', 'noun', 'punc']	['وَ', 'أَمْكَن', 'أَيْض', 'تَرْوِيج', 'إِشاعَة', 'فِي', 'مُجْتَمَع', 'مِن', 'خِلالَ', 'هٰذا', 'وَسِيلَة', '.']
AR-130-81953	['و', 'في', 'الختام،']	['conj', 'prep', 'noun_prop']	['وَ', 'فِي', 'الختام،']
AR-130-81953	['أنصح', 'الأفراد', 'و', 'المجتمعات', 'على', 'استخدام', 'هذه', 'الوسائل', 'ل', 'تطوير', 'الحياة', 'و', 'ليس', 'لتدميرها', '.']	['verb', 'noun', 'conj', 'noun', 'prep', 'noun', 'pron_dem', 'noun', 'prep', 'noun', 'noun', 'conj', 'verb', 'noun', 'punc']	['نَصَح', 'فَرْد', 'وَ', 'مُجْتَمَع', 'عَلَى', 'ٱِسْتِخْدام', 'هٰذا', 'وَسِيلَة', 'لِ', 'تَطْوِير', 'حَياة', 'وَ', 'لَيِس', 'تَدْمِير', '.']
AR-130-89415	['ل', 'مواقع', 'التواصل', 'الاجتماعي', 'أثر', 'كبير', 'في', 'حياتنا،']	['prep', 'noun', 'noun', 'adj', 'verb', 'adj', 'prep', 'noun_prop']	['لِ', 'مَوْقِع', 'تَواصُل', 'ٱِجْتِماعِيّ', 'أَثَّر', 'كَبِير', 'فِي', 'حياتنا،']
AR-130-89415	['ف', 'هي', 'أساس', 'التطور', '.']	['abbrev', 'pron', 'noun', 'noun', 'punc']	['فَ', 'هِيَ', 'أَساس', 'تَطَوُّر', '.']
AR-130-89415	['و', 'المجتمع', 'يتطور', 'ب', 'تطور', 'ها']	['conj', 'noun', 'verb', 'abbrev', 'noun', 'pron_dem']	['وَ', 'مُجْتَمَع', 'تَطَوَّر', 'بِ', 'تَطَوُّر', 'ها']
AR-130-93459	['التسامح', 'هي', 'صفة', 'حميدة', 'مهمة', 'ل', 'الفرد', 'و', 'المجتمع', 'و', 'ل', 'آبد', 'من', 'وجود', 'ها', 'في', 'كل', 'مجتمع', 'و', 'مكان', 'ل', 'ذلك', 'سوف', 'أتحدث', 'اليوم', 'عن', 'ب', 'عض', 'الطرق', 'ل', 'تعزيز', 'ثقافة', 'التسامح', 'في', 'المجتمع', '.']	['noun', 'pron', 'noun', 'noun_prop', 'adj', 'prep', 'noun', 'conj', 'noun', 'conj', 'prep', 'verb', 'prep', 'noun', 'pron_dem', 'prep', 'noun', 'noun', 'conj', 'noun', 'prep', 'pron_dem', 'part_fut', 'verb', 'noun', 'prep', 'abbrev', 'verb', 'noun', 'prep', 'noun', 'noun', 'noun', 'prep', 'noun', 'punc']	['تَسامُح', 'هِيَ', 'صِفَة', 'حَمِيدَة', 'مُهِمّ', 'لِ', 'فَرْد', 'وَ', 'مُجْتَمَع', 'وَ', 'لِ', 'بَدا', 'مِن', 'وُجُود', 'ها', 'فِي', 'كُلّ', 'مُجْتَمَع', 'وَ', 'مَكان', 'لِ', 'ذٰلِكَ', 'سَوْفَ', 'تَحَدَّث', 'يَوْم', 'عَن', 'بِ', 'عَضّ', 'طَرِيق', 'لِ', 'تَعْزِيز', 'ثَقافَة', 'تَسامُح', 'فِي', 'مُجْتَمَع', '.']
AR-130-93459	['وسائل', 'التواصل', 'الاجتماعي', 'تعتبر', 'من', 'أهم', 'الأشياء', 'في', 'مجتمع', 'نا', 'الحالي', 'و', 'من', 'الممكن', 'أن', 'يصل', 'ل', 'الجميع', 'ل', 'ذلك', 'أري', 'أن', 'ه', 'يجب', 'نشر', 'حملات', 'عن', 'التوعية', 'في', 'التسامح', 'و', 'نشر', 'ها', 'من', 'بين', 'مشاهير', 'الإنترنت', 'ل', 'ينشروا', 'ه', 'في', 'صفح', 'ل', 'يصل', 'ل', 'أكبر', 'عدد', 'ممكن', '.']	['noun', 'noun', 'adj', 'verb', 'prep', 'noun', 'noun', 'prep', 'noun', 'noun_prop', 'adj', 'conj', 'prep', 'adj', 'conj_sub', 'verb', 'prep', 'noun', 'prep', 'pron_dem', 'verb', 'conj_sub', 'abbrev', 'verb', 'noun', 'noun', 'prep', 'noun', 'prep', 'noun', 'conj', 'noun', 'pron_dem', 'prep', 'noun', 'noun', 'noun_prop', 'prep', 'verb', 'abbrev', 'prep', 'noun', 'prep', 'verb', 'prep', 'adj', 'noun', 'adj', 'punc']	['وَسِيلَة', 'تَواصُل', 'ٱِجْتِماعِيّ', 'ٱِعْتَبَر', 'مِن', 'أَهَمّ', 'شَيْء', 'فِي', 'مُجْتَمَع', 'نا', 'حالِيّ', 'وَ', 'مِن', 'مُمْكِن', 'أَنَّ', 'وَصَل', 'لِ', 'جَمِيع', 'لِ', 'ذٰلِكَ', 'راوَنْد', 'أَنَّ', 'ه', 'وَجَب', 'نَشْر', 'حَمْلَة', 'عَن', 'تَوْعِيَة', 'فِي', 'تَسامُح', 'وَ', 'نَشْر', 'ها', 'مِن', 'بَيِّن', 'مَشْهُور', 'إِنْتِرْنِت', 'لِ', 'نَشَر', 'ه', 'فِي', 'صَفْح', 'لِ', 'وَصَل', 'لِ', 'أَكْبَر', 'عَدَد', 'مُمْكِن', '.']
AR-130-93459	['و', 'نشر', 'إعلانات', 'عن', 'ها', 'في', 'كل', 'المواقع', 'و', 'نشر', 'ها', 'ب', 'طريقة', 'خفيفة', 'لا', 'ثقيلة', 'كي', 'يتقربوا', 'من', 'ها', 'الناس', '.']	['conj', 'noun', 'noun', 'prep', 'pron_dem', 'prep', 'noun', 'noun', 'conj', 'noun', 'pron_dem', 'abbrev', 'noun', 'adj', 'part_neg', 'noun', 'conj', 'verb', 'prep', 'pron_dem', 'noun', 'punc']	['وَ', 'نَشْر', 'إِعْلان', 'عَن', 'ها', 'فِي', 'كُلّ', 'مَوْقِع', 'وَ', 'نَشْر', 'ها', 'بِ', 'طَرِيقَة', 'خَفِيف', 'لا', 'ثَقِيل', 'كَي', 'تَقَرَّب', 'مِن', 'ها', 'ناس', '.']
